org.jhotdraw.gui.plaf.palette.colorchooser.PaletteRGBChooser org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel 7 18.91892 0.2748331
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteRGBChooser org.jhotdraw.gui.plaf.palette.colorchooser.PaletteRGBChooser 15 40.54054 55.55556
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteRGBChooser org.jhotdraw.gui.plaf.palette.PalettePanelUI 1 2.702703 7.142858
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteRGBChooser org.jhotdraw.gui.plaf.palette.PaletteLabelUI 3 8.108108 13.63636
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteRGBChooser org.jhotdraw.gui.plaf.palette.PaletteTextFieldUI 3 8.108108 10
org.jhotdraw.gui.plaf.palette.PaletteTextFieldUI org.jhotdraw.gui.plaf.palette.PaletteTextFieldUI 20 15.38462 66.66667
org.jhotdraw.gui.plaf.palette.PaletteTextFieldUI org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel 110 84.61539 4.318807
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteRGBChooser org.jhotdraw.color.ColorSliderModel 8 21.62162 16.32653
org.jhotdraw.gui.plaf.palette.colorchooser org.jhotdraw.color.ColorSliderModel 10 66.66667 20.40816
org.jhotdraw.gui.plaf.palette.PaletteTextComponentBorder org.jhotdraw.gui.plaf.palette.PaletteTextComponentBorder 575 100 100
org.jhotdraw.gui.plaf.palette.colorchooser.ColorSliderTextFieldHandler org.jhotdraw.color.ColorSliderModel 9 33.33334 18.36735
org.jhotdraw.gui.plaf.palette.colorchooser.ColorSliderTextFieldHandler org.jhotdraw.gui.plaf.palette.colorchooser.ColorSliderTextFieldHandler 18 66.66667 100
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteRGBChooser.1 org.jhotdraw.gui.plaf.palette.colorchooser.PaletteRGBChooser 12 100 44.44445
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteCMYKChooser org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel 7 14.89362 0.2748331
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteCMYKChooser org.jhotdraw.gui.plaf.palette.colorchooser.PaletteCMYKChooser 17 36.17021 58.62069
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteCMYKChooser org.jhotdraw.gui.plaf.palette.PalettePanelUI 5 10.6383 35.71429
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteCMYKChooser org.jhotdraw.gui.plaf.palette.PaletteLabelUI 8 17.02128 36.36364
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteCMYKChooser org.jhotdraw.gui.plaf.palette.PaletteTextFieldUI 4 8.510638 13.33333
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteCMYKChooser org.jhotdraw.color.ColorSliderModel 6 12.76596 12.2449
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteCMYKChooser.1 org.jhotdraw.gui.plaf.palette.colorchooser.PaletteCMYKChooser 12 100 41.37931
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteHSBChooser org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel 6 14.63415 0.2355713
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteHSBChooser org.jhotdraw.gui.plaf.palette.colorchooser.PaletteHSBChooser 14 34.14634 70
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteHSBChooser org.jhotdraw.gui.plaf.palette.PalettePanelUI 4 9.756097 28.57143
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteHSBChooser org.jhotdraw.gui.plaf.palette.PaletteLabelUI 6 14.63415 27.27273
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteHSBChooser org.jhotdraw.gui.plaf.palette.PaletteTextFieldUI 3 7.317073 10
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteHSBChooser org.jhotdraw.color.ColorSliderModel 8 19.51219 16.32653
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteHSBChooser.1 org.jhotdraw.gui.plaf.palette.colorchooser.PaletteHSBChooser 6 66.66667 30
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteHSBChooser.1 org.jhotdraw.color.ColorSliderModel 3 33.33334 6.122449
org.jhotdraw.draw.action.SelectionColorChooserHandler org.jhotdraw.draw.action.SelectionColorChooserHandler 383 55.42692 99.73958
org.jhotdraw.draw.action.SelectionColorChooserHandler org.jhotdraw.draw.DrawingEditor 61 8.827786 0.05558947
org.jhotdraw.draw.action org.jhotdraw.draw.action.SelectionColorChooserHandler 1 0.01802127 0.2604167
org.jhotdraw.draw.action.SelectionColorChooserHandler org.jhotdraw.draw.DrawingView 200 28.94356 0.1518672
org.jhotdraw.draw.action.SelectionColorChooserHandler org.jhotdraw.draw.Figure 47 6.801736 0.02374241
org.jhotdraw.draw.action.ButtonFactory.7 org.jhotdraw.draw.action.ButtonFactory.7 1 5 100
org.jhotdraw.draw.action.ButtonFactory.7 org.jhotdraw.draw.DrawingEditor 9 45 0.008201726
org.jhotdraw.draw.action.ButtonFactory.7 org.jhotdraw.draw.DrawingView 6 30 0.004556016
org.jhotdraw.draw.action.ButtonFactory.7 org.jhotdraw.draw.Figure 3 15 0.001515473
org.jhotdraw.gui.plaf.palette.PaletteTabbedPaneUI org.jhotdraw.gui.plaf.palette.PaletteTabbedPaneUI 116 35.36585 99.1453
org.jhotdraw.gui.plaf.palette.PaletteTabbedPaneUI org.jhotdraw.gui.plaf.palette.PaletteUtilities 24 7.317073 34.28572
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteSwatchesChooser.1 org.jhotdraw.gui.plaf.palette.colorchooser.ColorIcon 8 13.33333 6.837607
org.jhotdraw.draw.action.SelectionColorChooserHandler.1 org.jhotdraw.draw.AttributeKey 8 100 0.003551767
org.jhotdraw.samples.svg.figures.SVGEllipseFigure org.jhotdraw.samples.svg.figures.SVGEllipseFigure 391 78.83065 99.7449
org.jhotdraw.samples.svg.figures.SVGEllipseFigure org.jhotdraw.samples.svg.SVGAttributeKeys 105 21.16936 17.21312
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI.Handler org.jhotdraw.gui.plaf.palette.PaletteToolBarBorder 66 11.09244 4.299674
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI org.jhotdraw.gui.plaf.palette.PaletteToolBarUI.DragWindow 87 21.01449 83.65385
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI.DragWindow org.jhotdraw.gui.plaf.palette.PaletteToolBarUI.DragWindow 12 100 11.53846
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI.DragWindow.1 org.jhotdraw.gui.plaf.palette.PaletteToolBarUI.DragWindow 5 50 4.807693
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI.DragWindow.1 org.jhotdraw.gui.plaf.palette.PaletteToolBarUI 5 50 0.6119951
org.jhotdraw.samples.svg.SVGDrawingPanel.2 org.jhotdraw.samples.svg.SVGDrawingPanel 60 100 56.60377
org.jhotdraw.samples.svg.figures.SVGPathFigure org.jhotdraw.samples.svg.figures.SVGBezierFigure 222 10.75061 62.01117
org.jhotdraw.samples.svg.figures.SVGBezierFigure org.jhotdraw.samples.svg.figures.SVGBezierFigure 126 100 35.19553
org.jhotdraw.samples.svg.figures.SVGPathFigure org.jhotdraw.samples.svg.SVGAttributeKeys 40 1.937046 6.557377
org.jhotdraw.samples.svg.figures.SVGPathOutlineHandle org.jhotdraw.samples.svg.figures.SVGPathOutlineHandle 41 50 100
org.jhotdraw.samples.svg.figures.SVGPathOutlineHandle org.jhotdraw.samples.svg.figures.SVGPathFigure 41 50 2.198391
org.jhotdraw.samples.svg.PathTool org.jhotdraw.samples.svg.PathTool 8 50 80
org.jhotdraw.samples.svg.PathTool org.jhotdraw.samples.svg.figures.SVGPathFigure 8 50 0.4289544
org.jhotdraw.gui.plaf.palette.PaletteFormattedTextFieldUI org.jhotdraw.gui.plaf.palette.PaletteFormattedTextFieldUI 86 56.95364 67.71653
org.jhotdraw.gui.plaf.palette.PaletteFormattedTextFieldUI org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel 24 15.89404 0.9422851
org.jhotdraw.text.FontFormatter org.jhotdraw.text.FontFormatter 1 100 3.225806
org.jhotdraw.gui.plaf.palette.PaletteFormattedTextFieldUI org.jhotdraw.gui.plaf.palette.BackdropBorder 41 27.15232 2.926481
org.jhotdraw.gui.plaf.palette.PaletteFormattedTextFieldUI.1 org.jhotdraw.gui.plaf.palette.PaletteFormattedTextFieldUI 41 100 32.28346
org.jhotdraw.samples.svg.SVGCreateFromFileTool org.jhotdraw.samples.svg.SVGCreateFromFileTool 15 100 78.94737
org.jhotdraw.samples.svg.figures.SVGTextAreaFigure org.jhotdraw.samples.svg.SVGAttributeKeys 5 0.9057971 0.8196721
org.jhotdraw.draw.event.BezierNodeEdit org.jhotdraw.util.ResourceBundleUtil 16 100 0.05268704
org.jhotdraw.samples.svg.figures.SVGImageFigure org.jhotdraw.samples.svg.figures.SVGImageFigure 355 100 95.94595
org.jhotdraw.samples.svg.SVGCreateFromFileTool.2 org.jhotdraw.samples.svg.SVGCreateFromFileTool 2 100 10.52632
org.jhotdraw.draw.event.SelectionComponentRepainter org.jhotdraw.draw.Drawing 12 33.33334 0.04705329
org.jhotdraw.draw.event.SelectionComponentRepainter org.jhotdraw.draw.DrawingView 16 44.44445 0.01214938
org.jhotdraw.draw.event.SelectionComponentRepainter org.jhotdraw.draw.DrawingEditor 8 22.22222 0.007290423
