org.jhotdraw.draw.action.ApplyAttributesAction org.jhotdraw.draw.Figure 81 36.16071 0.04091777
org.jhotdraw.draw.action.ApplyAttributesAction org.jhotdraw.draw.DrawingEditor 13 5.803571 0.01184694
org.jhotdraw.draw.tool.DelegationSelectionTool org.jhotdraw.draw.Drawing 34 2.194964 0.1333176
org.jhotdraw.draw.action.LineDecorationIcon org.jhotdraw.draw.LineFigure 591 100 49.37343
org.jhotdraw.draw.decoration.AbstractLineDecoration org.jhotdraw.draw.AttributeKeys 746 13.30242 0.5727667
org.jhotdraw.draw.action.StrokeIcon org.jhotdraw.draw.action.StrokeIcon 1347 100 100
org.jhotdraw.gui.JComponentPopup org.jhotdraw.gui.JComponentPopup 27 100 9.712231
org.jhotdraw.gui.JFontChooser.2 org.jhotdraw.gui.JFontChooser 6 75 0.6593407
org.jhotdraw.gui.JFontChooser.2 org.jhotdraw.gui.fontchooser.DefaultFontChooserModel 2 25 10
org.jhotdraw.gui.fontchooser.DefaultFontChooserModel org.jhotdraw.util.ResourceBundleUtil 22 0.2885624 0.07244468
org.jhotdraw.gui.fontchooser org.jhotdraw.gui.fontchooser.FontFaceNode 1016 100 38.39758
org.jhotdraw.gui.fontchooser.DefaultFontChooserModel org.jhotdraw.gui.fontchooser.FontFamilyNode 7566 99.23924 63.16053
org.jhotdraw.gui.fontchooser.FontFamilyNode org.jhotdraw.gui.fontchooser.FontFamilyNode 4176 79.57317 34.86101
org.jhotdraw.gui.fontchooser.DefaultFontChooserModel org.jhotdraw.gui.fontchooser.DefaultFontChooserModel 18 0.2360965 90
org.jhotdraw.gui.fontchooser.FontFamilyNode org.jhotdraw.gui.fontchooser.FontFaceNode 1072 20.42683 40.51398
org.jhotdraw.gui.fontchooser.DefaultFontChooserModel org.jhotdraw.gui.fontchooser.FontCollectionNode 18 0.2360965 29.5082
org.jhotdraw.gui.JFontChooser.1 org.jhotdraw.gui.JFontChooser 4 100 0.4395605
org.jhotdraw.gui.JFontChooser org.jhotdraw.gui.fontchooser.FontCollectionNode 2 0.2059732 3.278688
org.jhotdraw.gui.JFontChooser org.jhotdraw.gui.fontchooser.FontFamilyNode 195 20.08239 1.627849
org.jhotdraw.gui.JFontChooser org.jhotdraw.gui.fontchooser.FontFaceNode 547 56.33368 20.67271
org.jhotdraw.gui.plaf.palette.PaletteFontChooserUI.SelectionPanelHandler org.jhotdraw.gui.plaf.palette.PaletteFontChooserUI 83 79.80769 20.75
org.jhotdraw.gui.plaf.palette.PaletteFontChooserUI org.jhotdraw.gui.plaf.palette.PaletteFontChooserPreviewPanel 23 1.731928 32.39437
org.jhotdraw.gui.plaf.palette.PaletteFontChooserPreviewPanel org.jhotdraw.gui.plaf.palette.PaletteFontChooserPreviewPanel 33 76.74419 46.47887
org.jhotdraw.draw.action.FontChooserHandler org.jhotdraw.draw.Figure 56 1.642229 0.02828883
org.jhotdraw.draw.action.FontChooserHandler.1 org.jhotdraw.draw.AttributeKey 20 100 0.008879418
org.jhotdraw.draw.AttributeKey org.jhotdraw.util.ResourceBundleUtil 165 32.54438 0.5433351
org.jhotdraw.gui.plaf.palette.PaletteLabelUI org.jhotdraw.gui.plaf.palette.PaletteUtilities 46 51.11111 65.71429
org.jhotdraw.gui.JComponentPopup.Handler org.jhotdraw.gui.JComponentPopup 239 100 85.97122
org.jhotdraw.gui.plaf.palette.PaletteFontChooserUI.SelectionPanelHandler org.jhotdraw.gui.plaf.palette.PaletteFontChooserSelectionPanel 17 16.34615 7.083333
org.jhotdraw.gui.plaf.palette.PaletteFontChooserUI org.jhotdraw.gui.fontchooser.FontFamilyNode 42 3.162651 0.3506136
org.jhotdraw.gui.plaf.palette.PaletteFontChooserUI org.jhotdraw.gui.fontchooser.FontFaceNode 11 0.8283133 0.4157219
org.jhotdraw.gui.plaf.palette.PaletteFontChooserUI org.jhotdraw.gui.fontchooser.FontCollectionNode 41 3.087349 67.21311
org.jhotdraw.gui.plaf.palette.PaletteFontChooserUI.SelectionPanelHandler org.jhotdraw.gui.JFontChooser 4 3.846154 0.4395605
org.jhotdraw.draw.action.MoveAction org.jhotdraw.draw.action.MoveAction 14 8.695652 20
org.jhotdraw.draw.action.MoveAction org.jhotdraw.draw.DrawingView 7 4.347826 0.005315352
org.jhotdraw.draw.action.MoveAction org.jhotdraw.draw.Figure 28 17.3913 0.01414442
org.jhotdraw.draw.action.BringToFrontAction org.jhotdraw.draw.action.BringToFrontAction 3 42.85714 20
org.jhotdraw.draw.action.BringToFrontAction org.jhotdraw.draw.DrawingView 2 28.57143 0.001518672
org.jhotdraw.draw.action.BringToFrontAction org.jhotdraw.draw.Drawing 2 28.57143 0.007842215
org.jhotdraw.draw.action.BringToFrontAction.1 org.jhotdraw.util.ResourceBundleUtil 2 100 0.00658588
org.jhotdraw.draw.action.SendToBackAction org.jhotdraw.draw.action.SendToBackAction 3 50 20
org.jhotdraw.draw.action.SendToBackAction org.jhotdraw.draw.DrawingView 2 33.33334 0.001518672
org.jhotdraw.draw.action.SendToBackAction org.jhotdraw.draw.Drawing 1 16.66667 0.003921107
org.jhotdraw.draw.action.SendToBackAction.1 org.jhotdraw.util.ResourceBundleUtil 2 100 0.00658588
org.jhotdraw.draw.tool.ConnectionTool org.jhotdraw.draw.tool.ConnectionTool 2727 51.24977 99.67105
org.jhotdraw.draw.tool.ConnectionTool org.jhotdraw.draw.Drawing 674 12.66679 2.642826
org.jhotdraw.draw.tool.ConnectionTool org.jhotdraw.draw.Figure 403 7.573764 0.2035785
org.jhotdraw.draw.tool.ConnectionTool org.jhotdraw.draw.connector.Connector 295 5.544071 15.30083
org.jhotdraw.draw.tool.ConnectionTool org.jhotdraw.draw.DrawingView 630 11.83988 0.4783817
org.jhotdraw.draw.tool.ConnectionTool org.jhotdraw.draw.ConnectionFigure 517 9.716219 24.013
org.jhotdraw.draw.tool.ConnectionTool org.jhotdraw.draw.DrawingEditor 7 0.1315542 0.00637912
org.jhotdraw.draw.tool.ConnectionTool org.jhotdraw.draw.Constrainer 68 1.277955 2.281879
org.jhotdraw.draw.connector.ChopDiamondConnector org.jhotdraw.draw.connector.ChopDiamondConnector 4 20 100
org.jhotdraw.draw.connector.ChopDiamondConnector org.jhotdraw.draw.Figure 6 30 0.003030946
org.jhotdraw.draw.connector.ChopDiamondConnector org.jhotdraw.draw.AttributeKeys.StrokePlacement 2 10 0.01934423
org.jhotdraw.draw.connector.ChopDiamondConnector org.jhotdraw.draw.AttributeKeys 2 10 0.001535568
org.jhotdraw.draw.connector.ChopDiamondConnector org.jhotdraw.geom.Geom 6 30 0.01009336
org.jhotdraw.draw.tool.ConnectionTool.1 org.jhotdraw.draw.tool.ConnectionTool 9 100 0.3289474
org.jhotdraw.app.action.view org.jhotdraw.app.action.view.ToggleViewPropertyAction 6 8.333334 7.594936
org.jhotdraw.app.action.view.ToggleViewPropertyAction org.jhotdraw.app.action.view.ToggleViewPropertyAction 40 83.33333 50.63291
org.jhotdraw.app.action.view org.jhotdraw.app.action.view.ViewPropertyAction 66 91.66667 7.560138
org.jhotdraw.app.action.view.ViewPropertyAction org.jhotdraw.app.action.view.ViewPropertyAction 400 81.96721 45.81902
org.jhotdraw.samples.net.NetApplicationModel.1 org.jhotdraw.samples.net.NetApplicationModel 5 100 62.5
org.jhotdraw.samples.net org.jhotdraw.samples.net.NetView 4 14.28572 13.33333
org.jhotdraw.draw. org.jhotdraw.draw.DefaultDrawingView 40 3.007519 0.03459489
org.jhotdraw.samples.net.NetView org.jhotdraw.samples.net.NetView 9 100 30
org.jhotdraw.draw. org.jhotdraw.draw.DefaultDrawingEditor 50 3.759398 3.033981
org.jhotdraw.draw.action org.jhotdraw.draw.action.AbstractSelectedAction 1299 23.40962 2.258541
org.jhotdraw.draw.action org.jhotdraw.util.ResourceBundleUtil 184 3.315913 0.6059009
org.jhotdraw.draw.action org.jhotdraw.draw.action.IncreaseHandleDetailLevelAction 10 0.1802126 100
org.jhotdraw.draw.action org.jhotdraw.draw.action.MoveAction 56 1.009191 80
org.jhotdraw.draw.action.MoveAction org.jhotdraw.util.ResourceBundleUtil 112 69.56522 0.3688093
org.jhotdraw.draw.action org.jhotdraw.draw.action.MoveConstrainedAction 40 0.7208506 100
org.jhotdraw.draw.action.MoveConstrainedAction org.jhotdraw.util.ResourceBundleUtil 80 100 0.2634352
org.jhotdraw.draw.action.AbstractSelectedAction.EventHandler org.jhotdraw.draw.DrawingView 386 1.674911 0.2931037
org.jhotdraw.draw. org.jhotdraw.draw.AbstractCompositeFigure 48 3.609023 0.3591739
org.jhotdraw.samples.net org.jhotdraw.samples.net.NetFactory 24 85.71429 100
org.jhotdraw.draw. org.jhotdraw.draw.TextFigure 10 0.7518797 0.04654843
org.jhotdraw.samples.net.figures.NodeFigure org.jhotdraw.samples.net.figures.NodeFigure 127 100 86.39456
org.jhotdraw.samples.net.figures org.jhotdraw.samples.net.figures.NodeFigure 20 100 13.60544
org.jhotdraw.draw.AbstractAttributedDecoratedFigure org.jhotdraw.draw.Figure 4620 24.45738 2.333828
org.jhotdraw.draw.action org.jhotdraw.util.Images 10 0.1802126 27.02703
org.jhotdraw.util.Images org.jhotdraw.util.Images 12 100 32.43243
org.jhotdraw.color.AbstractNamedColorSpace org.jhotdraw.color.AbstractNamedColorSpace 1014 99.80315 100
org.jhotdraw.draw.action.ButtonFactory org.jhotdraw.draw.action.ButtonFactory 159 2.510262 100
org.jhotdraw.draw.action.ButtonFactory org.jhotdraw.util.ResourceBundleUtil 1213 19.15062 3.994336
org.jhotdraw.gui. org.jhotdraw.gui.JPopupButton 104 60.1156 1.678502
org.jhotdraw.draw.action.ButtonFactory org.jhotdraw.gui.JPopupButton 1260 19.89264 20.3357
org.jhotdraw.draw.action.ButtonFactory org.jhotdraw.draw.DrawingView 12 0.1894537 0.009112032
org.jhotdraw.draw.action org.jhotdraw.draw.action.AbstractDrawingViewAction 44 0.7929357 25
org.jhotdraw.draw.action.AbstractDrawingViewAction org.jhotdraw.draw.DrawingView 77 43.75 0.05846887
org.jhotdraw.draw.action org.jhotdraw.draw.action.ZoomAction 88 1.585871 100
org.jhotdraw.samples.net.NetApplicationModel org.jhotdraw.samples.net.NetApplicationModel 3 75 37.5
org.jhotdraw.samples.net.NetApplicationModel org.jhotdraw.samples.net.NetView 1 25 3.333333
org.jhotdraw.app.action.view.ToggleViewPropertyAction org.jhotdraw.app.View 8 16.66667 0.4352557
org.jhotdraw.app.action.view.ViewPropertyAction org.jhotdraw.app.View 88 18.03279 4.787813
org.jhotdraw.draw.action org.jhotdraw.draw.action.SelectSameAction 9 0.1621914 100
org.jhotdraw.draw. org.jhotdraw.draw.GroupFigure 19 1.428571 100
org.jhotdraw.draw.action org.jhotdraw.draw.action.GroupAction 18 0.3243828 0.3207984
org.jhotdraw.draw.action org.jhotdraw.draw.action.UngroupAction 9 0.1621914 100
org.jhotdraw.draw.action org.jhotdraw.draw.action.BringToFrontAction 12 0.2162552 80
org.jhotdraw.draw.action org.jhotdraw.draw.action.SendToBackAction 12 0.2162552 80
org.jhotdraw.draw.tool org.jhotdraw.draw.tool.SelectionTool 5 1.572327 0.0875197
org.jhotdraw.draw.tool org.jhotdraw.draw.tool.Tool 5 1.572327 0.03019871
org.jhotdraw.draw.action.ButtonFactory org.jhotdraw.draw.DrawingEditor 16 0.252605 0.01458085
org.jhotdraw.draw.tool org.jhotdraw.util.ResourceBundleUtil 60 18.86793 0.1975764
org.jhotdraw.draw.action.ButtonFactory org.jhotdraw.draw.tool.Tool 30 0.4736343 0.1811922
org.jhotdraw.draw. org.jhotdraw.draw.BezierFigure 167 12.55639 0.2337855
org.jhotdraw.draw. org.jhotdraw.draw.LineFigure 462 34.73684 38.59649
org.jhotdraw.draw.action org.jhotdraw.draw.action.PickAttributesAction 5 0.09010632 10
org.jhotdraw.draw.action org.jhotdraw.draw.action.ApplyAttributesAction 5 0.09010632 11.36364
org.jhotdraw.draw.action org.jhotdraw.draw.AttributeKey[] 11 0.1982339 100
org.jhotdraw.draw.action org.jhotdraw.draw.action.DefaultAttributeAction 44 0.7929357 7.38255
org.jhotdraw.draw.action org.jhotdraw.draw.DrawingEditor 11 0.1982339 0.01002433
org.jhotdraw.draw.action.ButtonFactory org.jhotdraw.draw.action.ColorIcon 1798 28.38649 100
org.jhotdraw.draw.action org.jhotdraw.draw.action.AttributeAction 3354 60.44333 7.055557
org.jhotdraw.draw.action.ButtonFactory org.jhotdraw.draw.action.AttributeAction 1830 28.8917 3.849633
org.jhotdraw.draw.action.ButtonFactory org.jhotdraw.util.Images 11 0.1736659 29.72973
org.jhotdraw.draw.action org.jhotdraw.draw.action.EditorColorChooserAction 33 0.5947018 100
org.jhotdraw.draw.action org.jhotdraw.draw.LineFigure 144 2.595062 12.03008
org.jhotdraw.draw.action org.jhotdraw.draw.AttributeKey 111 2.00036 0.04928077
org.jhotdraw.gui. org.jhotdraw.gui.JComponentPopup 7 4.046243 2.517986
org.jhotdraw.gui. org.jhotdraw.gui.JFontChooser 15 8.67052 1.648352
org.jhotdraw.gui. org.jhotdraw.gui.fontchooser.FontChooserModel 5 2.890173 0.9328358
org.jhotdraw.gui.JFontChooser org.jhotdraw.gui.plaf.palette.PaletteFontChooserUI 5 0.514933 1.25
org.jhotdraw.gui.plaf.palette org.jhotdraw.util.ResourceBundleUtil 5 12.5 0.0164647
org.jhotdraw.gui.plaf.palette org.jhotdraw.gui.plaf.palette.PaletteFontChooserSelectionPanel 15 37.5 6.25
org.jhotdraw.gui.plaf.palette.PaletteFontChooserSelectionPanel org.jhotdraw.gui.plaf.palette.PaletteFontChooserSelectionPanel 25 62.5 10.41667
org.jhotdraw.gui.plaf.palette.PaletteFontChooserSelectionPanel org.jhotdraw.util.ResourceBundleUtil 15 37.5 0.0493941
org.jhotdraw.gui.plaf.palette org.jhotdraw.gui.plaf.palette.PaletteFontChooserPreviewPanel 15 37.5 21.12676
org.jhotdraw.gui.plaf.palette org.jhotdraw.gui.plaf.palette.PaletteLabelUI 5 12.5 22.72727
org.jhotdraw.gui.plaf.palette.PaletteLabelUI org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel 44 48.88889 1.727522
org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel 1915 100 75.18649
org.jhotdraw.gui.plaf.palette.PaletteFontChooserPreviewPanel org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel 10 23.25582 0.3926188
org.jhotdraw.draw.action org.jhotdraw.gui.JFontChooser 10 0.1802126 1.098901
org.jhotdraw.draw.action org.jhotdraw.draw.action.FontChooserHandler 5 0.09010632 0.2802691
org.jhotdraw.draw.action.ButtonFactory org.jhotdraw.gui.JComponentPopup 5 0.07893906 1.798561
org.jhotdraw.draw.action org.jhotdraw.draw.action.AlignAction 24 0.4325103 0.4077472
org.jhotdraw.draw.action.AlignAction org.jhotdraw.util.ResourceBundleUtil 24 0.2724796 0.07903056
org.jhotdraw.app.OSXApplication.1 org.jhotdraw.util.prefs.PreferencesUtil 12 13.33333 28.57143
org.jhotdraw.app.action.window org.jhotdraw.app.action.window.TogglePaletteAction 24 25 50
org.jhotdraw.app.action.window.TogglePaletteAction org.jhotdraw.app.action.window.TogglePaletteAction 12 50 25
org.jhotdraw.app.action.window.TogglePaletteAction org.jhotdraw.app.OSXApplication 12 50 1.115242
org.jhotdraw.app.OSXApplication.1 org.jhotdraw.app.action.window.TogglePaletteAction 12 13.33333 25
org.jhotdraw.app.OSXApplication.WindowMenuHandler org.jhotdraw.app.action.ActionUtil 117 16.43258 100
org.jhotdraw.draw.DefaultDrawingView.2 org.jhotdraw.draw.DefaultDrawingView 22 100 0.01902719
org.jhotdraw.app.action.view.ToggleViewPropertyAction.1 org.jhotdraw.app.action.view.ToggleViewPropertyAction 33 100 41.77215
org.jhotdraw.app.action.view.ViewPropertyAction.1 org.jhotdraw.app.action.view.ViewPropertyAction 407 100 46.62085
org.jhotdraw.samples.net.NetView.4 org.jhotdraw.samples.net.NetView 6 100 20
org.jhotdraw.app.action.edit.RedoAction.1 org.jhotdraw.app.action.edit.RedoAction 9 100 9.090909
org.jhotdraw.draw.DefaultDrawing org.jhotdraw.draw.DefaultDrawing 6266 37.43801 100
org.jhotdraw.draw.DefaultDrawing org.jhotdraw.draw.AttributeKeys 158 0.9440162 0.1213098
org.jhotdraw.draw.tool.TextCreationTool org.jhotdraw.draw.tool.TextCreationTool 36 46.75325 100
org.jhotdraw.draw.tool.TextCreationTool org.jhotdraw.draw.DrawingView 12 15.58442 0.009112032
org.jhotdraw.draw.connector.Connector org.jhotdraw.draw.connector.Connector 98 100 5.082988
org.jhotdraw.draw.locator.RelativeLocator org.jhotdraw.geom.Insets2D.Double 692 5.789826 18.17704
org.jhotdraw.draw.handle.ConnectorHandle org.jhotdraw.draw.handle.ConnectorHandle 3027 54.59956 100
org.jhotdraw.draw.tool.TextCreationTool org.jhotdraw.draw.text.FloatingTextField 14 18.18182 14.43299
org.jhotdraw.draw.DefaultDrawing org.jhotdraw.draw.Figure 10280 61.4208 5.193021
org.jhotdraw.draw.handle.ConnectorHandle org.jhotdraw.draw.DrawingView 947 17.08153 0.7190912
org.jhotdraw.draw.handle.ConnectorHandle org.jhotdraw.draw.DrawingEditor 1246 22.47475 1.135483
org.jhotdraw.draw.handle.ConnectorHandle org.jhotdraw.draw.connector.Connector 324 5.844156 16.80498
org.jhotdraw.draw.connector.LocatorConnector org.jhotdraw.draw.connector.LocatorConnector 624 49.52381 100
org.jhotdraw.draw.connector.LocatorConnector org.jhotdraw.draw.locator.Locator 624 49.52381 15.02528
org.jhotdraw.draw.tool.TextCreationTool org.jhotdraw.draw.TextHolderFigure 12 15.58442 1.57068
org.jhotdraw.draw.tool.TextCreationTool org.jhotdraw.draw.Drawing 3 3.896104 0.01176332
org.jhotdraw.draw.tool.TextCreationTool.1 org.jhotdraw.util.ResourceBundleUtil 6 100 0.01975764
org.jhotdraw.samples.net.NetView.1 org.jhotdraw.samples.net.NetView 2 100 6.666667
org.jhotdraw.draw.AbstractCompositeFigure.EventHandler org.jhotdraw.draw.event.FigureEvent 103 4.916468 2.226546
org.jhotdraw.draw.DefaultDrawing org.jhotdraw.geom.Geom 33 0.1971679 0.0555135
org.jhotdraw.draw.LineConnectionFigure org.jhotdraw.draw.DrawingView 1 0.04198153 0.000759336
org.jhotdraw.geom.BezierPath org.jhotdraw.geom.Geom 19 0.04408352 0.03196232
org.jhotdraw.draw.AbstractFigure org.jhotdraw.draw.Drawing 1 0.003663004 0.003921107
org.jhotdraw.draw.action.ButtonFactory.9 org.jhotdraw.draw.DrawingView 2 100 0.001518672
org.jhotdraw.draw.action.ButtonFactory.10 org.jhotdraw.draw.DrawingView 2 100 0.001518672
org.jhotdraw.draw.GridConstrainer org.jhotdraw.draw.DrawingView 144 50.70422 0.1093444
org.jhotdraw.draw.action.ButtonFactory.4 org.jhotdraw.draw.DrawingView 4 50 0.003037344
org.jhotdraw.draw.action.ButtonFactory.4 org.jhotdraw.gui.JPopupButton 4 50 0.06455778
org.jhotdraw.samples.net.NetView.2 org.jhotdraw.samples.net.NetView 8 100 26.66667
org.jhotdraw.app.action.window.MinimizeWindowAction org.jhotdraw.app.action.window.MinimizeWindowAction 2 66.66667 100
org.jhotdraw.app.action.window.MinimizeWindowAction org.jhotdraw.app.View 1 33.33334 0.05440696
org.jhotdraw.app.action.app.ReOpenApplicationAction org.jhotdraw.app.View 1 3.703704 0.05440696
org.jhotdraw.app.action.app.ExitAction org.jhotdraw.app.View 35 29.91453 1.904244
org.jhotdraw.app.action.app.ExitAction org.jhotdraw.gui.JSheet 6 5.128205 1.079137
org.jhotdraw.app.action.app.ExitAction.1 org.jhotdraw.gui.event.SheetEvent 5 23.80952 50
org.jhotdraw.app.action.app.ExitAction.1 org.jhotdraw.util.ResourceBundleUtil 11 52.38095 0.03622234
org.jhotdraw.app.action.app.ExitAction.1 org.jhotdraw.app.action.app.ExitAction 5 23.80952 20.83333
org.jhotdraw.app.action.app.ExitAction org.jhotdraw.app.ApplicationModel 1 0.8547009 0.310559
org.jhotdraw.gui.JSheet org.jhotdraw.gui.URIChooser 4 0.8032128 66.66667
org.jhotdraw.gui.JSheet.10 org.jhotdraw.gui.JSheet 2 66.66667 0.3597122
org.jhotdraw.app.action.app.ExitAction.2 org.jhotdraw.gui.event.SheetEvent 3 60 30
org.jhotdraw.app.action.app.ExitAction.2 org.jhotdraw.gui.URIChooser 1 20 16.66667
org.jhotdraw.gui.JFileURIChooser org.jhotdraw.gui.JFileURIChooser 2 100 100
org.jhotdraw.app.action.app.ExitAction.2 org.jhotdraw.app.action.app.ExitAction 1 20 4.166667
org.jhotdraw.gui.JSheet.10 org.jhotdraw.gui.URIChooser 1 33.33334 16.66667
org.jhotdraw.app.action.app.ExitAction.5 org.jhotdraw.app.View 3 27.27273 0.1632209
org.jhotdraw.draw.io.DOMStorableInputOutputFormat org.jhotdraw.draw.io.DOMStorableInputOutputFormat 2 40 100
org.jhotdraw.draw.io.DOMStorableInputOutputFormat org.jhotdraw.xml.DOMFactory 1 20 2.173913
org.jhotdraw.draw.io.DOMStorableInputOutputFormat org.jhotdraw.xml.NanoXMLDOMOutput 1 20 1.098901
net.n3.nanoxml.XMLElement net.n3.nanoxml.IXMLElement 57 25.79186 100
org.jhotdraw.draw.io.DOMStorableInputOutputFormat org.jhotdraw.draw.Drawing 1 20 0.003921107
org.jhotdraw.draw.AbstractDrawing org.jhotdraw.xml.DOMOutput 5 83.33333 3.401361
org.jhotdraw.draw.AbstractDrawing org.jhotdraw.draw.AbstractDrawing 1 16.66667 0.06920415
org.jhotdraw.xml.NanoXMLDOMOutput org.jhotdraw.xml.DOMFactory 45 33.33334 97.82609
org.jhotdraw.xml.NanoXMLDOMOutput org.jhotdraw.xml.NanoXMLDOMOutput 90 66.66667 98.9011
net.n3.nanoxml.XMLElement net.n3.nanoxml.XMLElement 65 29.41177 100
org.jhotdraw.xml.JavaPrimitivesDOMFactory org.jhotdraw.xml.DOMStorable 12 66.66667 100
org.jhotdraw.draw.TextFigure org.jhotdraw.xml.DOMOutput 4 0.01822323 2.721088
net.n3.nanoxml.XMLElement net.n3.nanoxml.XMLAttribute 99 44.79638 100
org.jhotdraw.draw.AbstractAttributedFigure org.jhotdraw.xml.DOMOutput 34 0.01465208 23.12925
org.jhotdraw.draw.AbstractAttributedFigure org.jhotdraw.draw.Figure 16 0.006895096 0.008082522
org.jhotdraw.xml.JavaPrimitivesDOMFactory org.jhotdraw.xml.DOMOutput 6 33.33334 4.081633
org.jhotdraw.draw.BezierFigure org.jhotdraw.xml.DOMOutput 54 0.05181496 36.7347
org.jhotdraw.draw.LineConnectionFigure org.jhotdraw.xml.DOMOutput 12 0.5037783 8.163265
org.jhotdraw.draw.connector.AbstractConnector org.jhotdraw.xml.DOMOutput 12 0.5452067 8.163265
org.jhotdraw.draw.connector.LocatorConnector org.jhotdraw.xml.DOMOutput 12 0.952381 8.163265
org.jhotdraw.draw.locator.RelativeLocator org.jhotdraw.xml.DOMOutput 8 0.06693441 5.442177
org.jhotdraw.gui.BackgroundTask.1 org.jhotdraw.gui.BackgroundTask 3 100 10.34483
org.jhotdraw.app.action.app.ExitAction.5 org.jhotdraw.util.ResourceBundleUtil 2 18.18182 0.00658588
org.jhotdraw.app.action.app.ExitAction.5 org.jhotdraw.net.URIUtil 1 9.090909 100
org.jhotdraw.app.action.app.ExitAction.5 org.jhotdraw.gui.JSheet 1 9.090909 0.1798561
org.jhotdraw.app.action.app.ExitAction.5 org.jhotdraw.app.action.app.ExitAction 3 27.27273 12.5
org.jhotdraw.app.action.app.ExitAction.5 org.jhotdraw.app.Application 1 9.090909 0.03698225
org.jhotdraw.samples.odg org.jhotdraw.samples.odg.ODGApplicationModel 1 9.090909 11.11111
org.jhotdraw.samples.odg org.jhotdraw.samples.odg.ODGView 4 36.36364 21.05263
org.jhotdraw.samples.odg org.jhotdraw.samples.odg.ODGPropertiesPanel 6 54.54546 40
org.jhotdraw.gui.JLifeFormattedTextField org.jhotdraw.gui.JLifeFormattedTextField 200 100 94.78673
org.jhotdraw.samples.odg.ODGPropertiesPanel org.jhotdraw.samples.odg.ODGPropertiesPanel 7 100 46.66667
org.jhotdraw.text.JavaNumberFormatter org.jhotdraw.text.JavaNumberFormatter 12 100 46.15385
org.jhotdraw.text. org.jhotdraw.text.JavaNumberFormatter 14 31.81818 53.84616
org.jhotdraw.draw.event org.jhotdraw.draw.AttributeKey 7 4.635762 0.003107796
org.jhotdraw.draw.event org.jhotdraw.gui.AttributeEditor 7 4.635762 0.9615385
org.jhotdraw.draw.gui.JAttributeTextField org.jhotdraw.draw.gui.JAttributeTextField 273 100 100
org.jhotdraw.gui.JLifeFormattedTextField.DocumentHandler org.jhotdraw.gui.JLifeFormattedTextField 11 100 5.21327
org.jhotdraw.draw.event org.jhotdraw.draw.event.AbstractAttributeEditorHandler 21 13.90728 0.7256392
org.jhotdraw.draw.event.AbstractAttributeEditorHandler org.jhotdraw.gui.AttributeEditor 721 40.05555 99.03847
org.jhotdraw.draw.event.AbstractAttributeEditorHandler org.jhotdraw.draw.event.AbstractAttributeEditorHandler 369 20.5 12.75052
org.jhotdraw.draw.event.AbstractAttributeEditorHandler.EventHandler org.jhotdraw.draw.event.AbstractAttributeEditorHandler 2504 78.27446 86.52384
org.jhotdraw.draw.gui.JAttributeSlider org.jhotdraw.draw.gui.JAttributeSlider 265 100 100
org.jhotdraw.samples.odg.ODGView org.jhotdraw.samples.odg.ODGView 6 75 31.57895
org.jhotdraw.samples.odg.ODGView org.jhotdraw.samples.odg.ODGPropertiesPanel 2 25 13.33333
org.jhotdraw.draw.event.AbstractAttributeEditorHandler org.jhotdraw.draw.DrawingEditor 192 10.66667 0.1749701
org.jhotdraw.draw.event.AbstractAttributeEditorHandler org.jhotdraw.draw.DrawingView 123 6.833333 0.09339833
org.jhotdraw.draw.event.FigureAttributeEditorHandler org.jhotdraw.draw.DrawingView 449 100 0.3409419
org.jhotdraw.samples.svg.figures org.jhotdraw.samples.svg.SVGAttributeKeys 49 46.66667 8.032787
org.jhotdraw.samples.svg.figures org.jhotdraw.samples.svg.figures.SVGImageFigure 15 14.28572 4.054054
org.jhotdraw.samples.svg.figures org.jhotdraw.samples.svg.figures.SVGTextFigure 14 13.33333 66.66667
org.jhotdraw.samples.svg.figures.SVGTextFigure org.jhotdraw.samples.svg.figures.SVGTextFigure 7 100 33.33334
org.jhotdraw.samples.odg.ODGApplicationModel org.jhotdraw.samples.odg.ODGApplicationModel 8 88.88889 88.88889
org.jhotdraw.samples.odg.ODGApplicationModel org.jhotdraw.samples.odg.ODGView 1 11.11111 5.263158
org.jhotdraw.draw.action.AbstractDrawingViewAction.EventHandler org.jhotdraw.draw.action.AbstractDrawingViewAction 33 100 18.75
org.jhotdraw.draw.action.AbstractDrawingViewAction org.jhotdraw.draw.action.AbstractDrawingViewAction 99 56.25 56.25
org.jhotdraw.samples.odg.figures org.jhotdraw.samples.odg.ODGAttributeKeys 4 66.66667 1.04712
org.jhotdraw.samples.odg.figures.ODGGroupFigure org.jhotdraw.samples.odg.figures.ODGGroupFigure 22 100 100
org.jhotdraw.draw.AbstractAttributedCompositeFigure org.jhotdraw.draw.AbstractAttributedCompositeFigure 724 4.347826 100
org.jhotdraw.samples.svg.figures.SVGPathFigure org.jhotdraw.samples.svg.figures.SVGPathFigure 1803 87.31235 96.67561
org.jhotdraw.samples.svg.figures org.jhotdraw.samples.svg.figures.SVGPathFigure 13 12.38095 0.6970509
org.jhotdraw.samples.svg.action.CombineAction org.jhotdraw.samples.svg.action.CombineAction 2469 100 99.59661
